Mã chi nhánh,Mã sku phần mềm Bravo,Số lượng tồn kho,Đơn vị nhỏ nhất,Mã hàng không đuôi
001,29.L1.1580.FP15807.2,1000,VIEN,
001,12.L1.2040.2404.8,1000,VIEN,
001,12.L1.2550.2504.9,1000,VIEN,
001,29.L1.1580.FP15805.2,1000,VIEN,
001,29.L1.1580.FP15801.2,1000,VIEN,
001,14.L1.8080.88285052.1,1000,VIEN,
001,14.L1.8080.M88AG905,1000,VIEN,
001,14.L1.8080.M88DT904,1000,VIEN,
001,14.L1.8080.M88LD902,1000,VIEN,
001,14.L1.8080.M88LG902,1000,VIEN,
001,14.L1.8080.M88MW909,1000,VIEN,
001,14.L1.8080.M88OW903,1000,VIEN,
001,14.L1.3030.33418.3,1000,VIEN,
001,29.L1.3060.FC3605.03,1000,VIEN,
001,14.L1.6060.66282018.3,1000,VIEN,
001,29.L1.1580.FP15808.3,1000,VIEN,
001,20.L1.6060.26172.4,1000,VIEN,
001,29.L1.1580.FP15803.3,1000,VIEN,
001,20.L1.6060.16405.5,1000,VIEN,
001,20.L1.6060.86301.5,1000,VIEN,
001,14.L1.3030.33316.4,1000,VIEN,
001,20.L1.100100.51107.5,1000,VIEN,
001,14.L1.6060.66181004.8,1000,VIEN,
001,29.L1.1580.FP15801.3,1000,VIEN,
001,29.L1.3060.FC3605.04,1000,VIEN,
001,12.L1.2040.2401.10,1000,VIEN,
001,12.L1.2040.2402.10,1000,VIEN,
001,14.L1.8080.88284041.3,1000,VIEN,
001,14.L1.8080.MPM88623,1000,VIEN,
001,29.L1.1580.FP15802.3,1000,VIEN,
001,29.L1.1580.FP15805.3,1000,VIEN,
001,29.L1.1580.FP15806.3,1000,VIEN,
001,29.L1.1580.FP15807.3,1000,VIEN,
001,02.L1.8080.4108,1000,VIEN,
001,29.L1.1580.FP15808.4,1000,VIEN,
001,29.L1.3060.FC3605.06,1000,VIEN,
001,29.L1.1580.FP15804.3,1000,VIEN,
001,12.L1.2550.2505.10,1000,VIEN,
001,14.L1.8080.88181004.8,1000,VIEN,
001,12.L1.2040.U2421.1,1000,VIEN,
001,12.L1.2040.U2422.1,1000,VIEN,
001,12.L1.2040.U2423.1,1000,VIEN,
001,12.L1.2040.U2424.1,1000,VIEN,
001,12.L1.2040.U2425.1,1000,VIEN,
001,12.L1.2040.U2426.1,1000,VIEN,
001,12.L1.2040.U2427.1,1000,VIEN,
001,12.L1.2040.U2428.1,1000,VIEN,
001,12.L1.2550.U2518.1,1000,VIEN,
001,12.L1.2550.U2519.1,1000,VIEN,
001,12.L1.2550.U2530.1,1000,VIEN,
001,12.L1.2550.U2532.1,1000,VIEN,
001,12.L1.2550.U2534.1,1000,VIEN,
001,12.L1.2550.U2535.1,1000,VIEN,
001,12.L1.2550.U2536.1,1000,VIEN,
001,12.L1.2040.U2429.1,1000,VIEN,
001,12.L1.2040.U2430.1,1000,VIEN,
001,12.L1.2040.U2431.1,1000,VIEN,
001,12.L1.2040.U2432.2,1000,VIEN,
001,12.L1.2040.U2433.1,1000,VIEN,
001,12.L1.2040.U2434.1,1000,VIEN,
001,12.L1.2040.U2435.1,1000,VIEN,
001,12.L1.2550.U2520.1,1000,VIEN,
001,12.L1.2550.U2521.1,1000,VIEN,
001,12.L1.2550.U2528.1,1000,VIEN,
001,12.L1.2550.U2537.1,1000,VIEN,
001,12.L1.2550.U2538.1,1000,VIEN,
001,12.L1.2550.U2539.1,1000,VIEN,
001,24.L1.4040.4206G.M18,1000,VIEN,
001,10.L3.6060.3451,1000,VIEN,
001,29.L1.1580.FP15801.4,1000,VIEN,
001,29.L1.1580.FP15802.5,1000,VIEN,
001,29.L1.1580.FP15803.4,1000,VIEN,
001,29.L1.3060.FC3605.05,1000,VIEN,
001,12.L1.2550.2504.1,1000,VIEN,
001,12.L1.2550.U2526.1,1000,VIEN,
001,12.L1.2550.U2527.1,1000,VIEN,
001,12.L1.2550.U2531.1,1000,VIEN,
001,12.L1.2550.U2533.1,1000,VIEN,
001,29.L1.1580.FP15801.5,1000,VIEN,
001,29.L1.1580.FP15802.4,1000,VIEN,
001,29.L1.1580.FP15804.4,1000,VIEN,
001,12.L1.2550.U2530.2,1000,VIEN,
001,12.L1.2550.U2532.2,1000,VIEN,
001,12.L1.2550.U2533.2,1000,VIEN,
001,29.L1.4080.FC4802.1,1000,VIEN,
001,29.L1.4080.FC4802D.1,1000,VIEN,
001,29.L1.4080.FC4802V.1,1000,VIEN,
001,29.L1.4080.FC4805.1,1000,VIEN,
001,29.L1.4080.FC4805D.1,1000,VIEN,
001,29.L1.4080.FC4805V.1,1000,VIEN,
001,12.L1.2550.U2528.2,1000,VIEN,
001,12.L1.2550.U2526.2,1000,VIEN,
001,14.L1.3060.A36822.8,1000,VIEN,
001,14.L1.3060.A36822D.8,1000,VIEN,
001,14.L1.3060.A36922.8,1000,VIEN,
001,29.L1.3060.FC3622,1000,VIEN,
001,29.L1.3060.FC3622D,1000,VIEN,
001,29.L1.3060.FC3622V,1000,VIEN,
001,29.L1.3060.FC3623,1000,VIEN,
001,29.L1.3060.FC3623D,1000,VIEN,
001,29.L1.3060.FC3623V,1000,VIEN,
001,29.L1.1580.FP15808.5,1000,VIEN,
001,29.L1.3060.FC3604.08,1000,VIEN,
001,29.L1.3060.FC3604D.08,1000,VIEN,
001,29.L1.3060.FC3605.08,1000,VIEN,
001,29.L1.3060.FC3622.01,1000,VIEN,
001,29.L1.3060.FC3622D.01,1000,VIEN,
001,29.L1.3060.FC3622V.01,1000,VIEN,
001,29.L1.3060.FC3623.01,1000,VIEN,
001,29.L1.3060.FC3623D.01,1000,VIEN,
001,29.L1.3060.FC3623V.01,1000,VIEN,
001,12.L1.2040.U2432.1,1000,VIEN,
001,29.L1.3060.FC3618.03,1000,VIEN,
001,29.L1.3060.FC3618D.03,1000,VIEN,
001,29.L1.3060.FC3619.04,1000,VIEN,
001,12.L1.2550.U2530.3,1000,VIEN,
001,29.L1.3060.FC3622.02,1000,VIEN,
001,29.L1.3060.FC3622V.02,1000,VIEN,
001,29.L1.3060.FC3622D.02,1000,VIEN,
001,29.L1.3060.FC3623.02,1000,VIEN,
001,26.L1.3060.C9806.1,1000,VIEN,
001,29.L1.3060.FC3623D.02,1000,VIEN,
001,29.L1.3060.FC3623V.02,1000,VIEN,
001,12.L1.3030.3002.17,1000,VIEN,
001,20.L1.6060.36003,1000,VIEN,
001,20.L1.6060.36003.5,1000,VIEN,
001,12.L1.2040.U2422.2,1000,VIEN,
001,12.L1.2040.U2425.2,1000,VIEN,
001,12.L1.2040.U2426.2,1000,VIEN,
001,12.L1.2040.U2423.2,1000,VIEN,
001,12.L1.2550.2503.9,1000,VIEN,
001,12.L1.2040.U2421.2,1000,VIEN,
001,12.L1.2040.U2424.2,1000,VIEN,
001,12.L1.2550.U2532.4,1000,VIEN,
001,12.L1.2040.U2430.2,1000,VIEN,
001,12.L1.2550.A2539.2,1000,VIEN,
001,29.L1.1580.FP15802.6,1000,VIEN,
001,35.C100.DG.B16.00,1000,KG,
001,20.L1.6060.36005.5,1000,VIEN,
001,20.L1.8080.38003.5,1000,VIEN,
001,20.L1.8080.38006.5,1000,VIEN,
001,12.L1.2550.U2532.3,1000,VIEN,
001,20.L1.6060.16405.4,1000,VIEN,
001,21.C2TE.DG.ADESP9,1000,,
001,14.L1.6060.66282018.4,1000,VIEN,
001,20.L1.6060.86301.6,1000,VIEN,
001,21.C2TE.DG.ADESP9.52,1000,,
001,12.L1.2550.A2521.2,1000,VIEN,
001,12.L1.2550.U2527.2,1000,VIEN,
001,12.L1.2550.A2519.2,1000,VIEN,
001,12.L1.2550.U2528.3,1000,VIEN,
001,12.L1.3030.3018.5,1000,VIEN,
001,12.L1.2040.U2429.2,1000,VIEN,
001,12.L1.2040.U2435.2,1000,VIEN,
001,14.L1.3060.A36320.6,1000,VIEN,
001,14.L1.3060.A36420.6,1000,VIEN,
001,35.C1T0.DG.B18.00,1000,KG,
001,14.L1.3060.A36320D.6,1000,VIEN,
001,12.L1.2040.U2433.3,1000,VIEN,
001,14.L1.6060.A66CB8052.1,1000,VIEN,
001,14.L1.6060.A66DT8053.1,1000,VIEN,
001,14.L1.6060.A66MG8054.1,1000,VIEN,
001,14.L1.6060.A66MW8056.1,1000,VIEN,
001,14.L1.6060.A66OW8055.1,1000,VIEN,
001,14.L1.6060.A66CG8051.1,1000,VIEN,
001,14.L1.6060.A66EB8058.1,1000,VIEN,
001,14.L1.6060.A66EG8057.1,1000,VIEN,
001,14.L1.6060.A66MD8061.1,1000,VIEN,
001,14.L1.6060.A66CB8052,1000,VIEN,
001,14.L1.6060.A66DT8053,1000,VIEN,
001,14.L1.6060.A66MG8054,1000,VIEN,
001,14.L1.6060.A66MW8056,1000,VIEN,
001,14.L1.6060.A66OW8055,1000,VIEN,
001,14.L1.6060.A66CG8051,1000,VIEN,
001,14.L1.6060.A66EB8058,1000,VIEN,
001,14.L1.6060.A66EG8057,1000,VIEN,
001,14.L1.6060.A66MD8061,1000,VIEN,
001,12.L1.3030.3019.5,1000,VIEN,
001,29.L1.4080.FC4802.2,1000,VIEN,
001,29.L1.4080.FC4802V.2,1000,VIEN,
001,14.L1.8080.M88LG902.1,1000,VIEN,
001,29.L1.3060.FC3622.03,1000,VIEN,
001,12.L1.2040.U2426.3,1000,VIEN,
001,12.L1.2040.U2427.2,1000,VIEN,
001,12.L1.2040.U2428.2,1000,VIEN,
001,12.L1.2550.A2518.2,1000,VIEN,
001,12.L1.2550.A2520.2,1000,VIEN,
001,12.L1.2550.A2537.2,1000,VIEN,
001,29.L1.3060.FC3622D.03,1000,VIEN,
001,20.L1.6060.16001.6,1000,VIEN,
001,12.L1.2550.A2530.4,1000,VIEN,
001,12.L1.3030.3002.18,1000,VIEN,
001,20.L1.8080.38006.4,1000,VIEN,
001,14.L1.3060.A36CW8005,1000,VIEN,
001,14.L1.3060.A36CW8005D,1000,VIEN,
001,14.L1.3060.A36CW8005V,1000,VIEN,
001,14.L1.3060.A36CW8007,1000,VIEN,
001,14.L1.3060.A36CW8007D,1000,VIEN,
001,14.L1.3060.A36CW8007V,1000,VIEN,
001,14.L1.3060.A36CB8006,1000,VIEN,
001,14.L1.3060.A36CB8006D,1000,VIEN,
001,14.L1.3060.A36CB8006V,1000,VIEN,
001,14.L1.3060.A36CB8010,1000,VIEN,
001,14.L1.3060.A36CB8010D,1000,VIEN,
001,14.L1.3060.A36CB8010V,1000,VIEN,
001,20.L1.8080.38002.5,1000,VIEN,
001,29.L1.3060.FC3623.04,1000,VIEN,
001,29.L1.3060.FC3623V.04,1000,VIEN,
001,20.L1.8080.38003.4,1000,VIEN,
001,21.C2TE.DG.ADESP9.61,1000,,
001,14.L1.3060.A36320.7,1000,VIEN,
001,14.L1.3060.A36420.7,1000,VIEN,
001,29.L1.4080.FC4802D.2,1000,VIEN,
001,29.L1.3060.FC3622.04,1000,VIEN,
001,14.L1.3060.A36CW8008,1000,VIEN,
001,14.L1.3060.A36CW8008D,1000,VIEN,
001,14.L1.3060.A36CW8008V,1000,VIEN,
001,14.L1.3060.A36CW8009,1000,VIEN,
001,14.L1.3060.A36CW8009D,1000,VIEN,
001,14.L1.3060.A36CW8009V,1000,VIEN,
001,14.L1.3060.A36320D.7,1000,VIEN,
001,29.L1.1580.FP15807.4,1000,VIEN,
001,29.L1.1580.FP15808.6,1000,VIEN,
001,14.L1.3060.A36PW8000,1000,VIEN,
001,14.L1.3060.A36PW8000V,1000,VIEN,
001,14.L1.3060.A36PW8000D,1000,VIEN,
001,29.L1.3060.FC3622D.04,1000,VIEN,
001,29.L1.3060.FC3622V.04,1000,VIEN,
001,14.L1.3060.A36MA8017,1000,VIEN,
001,14.L1.3060.A36MN9017,1000,VIEN,
001,29.L1.3060.FC3604D.07,1000,VIEN,
001,29.L1.3060.FC3605.07,1000,VIEN,
001,29.L1.3060.FC3622V.03,1000,VIEN,
001,29.L1.3060.FC3623.03,1000,VIEN,
001,29.L1.3060.FC3623D.03,1000,VIEN,
001,29.L1.3060.FC3623V.03,1000,VIEN,
001,14.L1.3060.A36MG9012,1000,VIEN,
001,14.L1.3060.A36MG9012D,1000,VIEN,
001,14.L1.3060.A36ML8012,1000,VIEN,
001,14.L1.3060.A36PG8015,1000,VIEN,
001,14.L1.3060.A36PM9015,1000,VIEN,
001,14.L1.3060.A36PM9015D,1000,VIEN,
001,14.L1.3060.A36MN9017D,1000,VIEN,
001,14.L1.3060.A36MG9012.1,1000,VIEN,
001,12.L1.3030.3018.6,1000,VIEN,
001,14.L1.3060.A36MD9016,1000,VIEN,
001,14.L1.3060.A36MD9016D,1000,VIEN,
001,14.L1.3060.A36ML8016,1000,VIEN,
001,14.L1.3060.A36MG9012D.1,1000,VIEN,
001,29.L1.3060.FC3604.07,1000,VIEN,
001,14.L1.8080.88285052.2,1000,VIEN,
001,14.L1.8080.M88LD902.1,1000,VIEN,
001,20.L1.8080.38002.4,1000,VIEN,
001,21.SF100.CR.KERA.00,1000,,
001,12.L1.2550.A2521.3,1000,VIEN,
001,35.CG10.CR.B31.00,1000,KG,
001,14.L1.3060.A36CW8009.1,1000,VIEN,
001,14.L1.3060.A36CW8009D.1,1000,VIEN,
001,14.L1.3060.A36CW8009V.1,1000,VIEN,
001,12.L1.3030.3026.5,1000,VIEN,
001,12.L1.3030.3021.3+,1000,VIEN,
001,20.L1.6060.26112.6,1000,VIEN,
001,12.L1.2040.U2432.3,1000,VIEN,
001,20.L1.6060.16405.6,1000,VIEN,
001,29.L1.3060.FC3618.05,1000,VIEN,
001,29.L1.1580.FP15803.5,1000,VIEN,
001,12.L1.2550.A2521.4,1000,VIEN,
001,12.L1.2550.A2530.5,1000,VIEN,
001,12.L1.2550.A2519.3,1000,VIEN,
001,12.L1.2550.A2520.3,1000,VIEN,
001,20.L1.8080.38006.6,1000,VIEN,
001,14.L1.3060.A36ML8012.1,1000,VIEN,
001,12.L1.2040.U2425.3,1000,VIEN,
001,12.L1.3030.3019.6,1000,VIEN,
001,20.L1.6060.16125,1000,VIEN,
001,20.L1.6060.16126,1000,,
001,20.L1.6060.16127,1000,VIEN,
001,20.L1.6060.16128,1000,VIEN,
001,20.L1.6060.16130,1000,VIEN,
001,20.L1.8080.28901,1000,VIEN,
001,20.L1.8080.28903,1000,VIEN,
001,20.L1.8080.28904,1000,VIEN,
001,20.L1.8080.28905,1000,VIEN,
001,20.L1.8080.38901,1000,VIEN,
001,20.L1.8080.38902,1000,VIEN,
001,20.L1.8080.38903,1000,VIEN,
001,20.L1.8080.38904,1000,VIEN,
001,20.L1.8080.38905,1000,VIEN,
001,20.L1.8080.38908,1000,VIEN,
001,20.L1.8080.38909,1000,VIEN,
001,20.L1.8080.38910,1000,VIEN,
001,12.L1.2550.U2526.3,1000,VIEN,
001,20.L1.8080.38901.5,1000,VIEN,
001,20.L1.8080.38902.5,1000,VIEN,
001,20.L1.8080.38905.5,1000,VIEN,
001,20.L1.8080.28901.5,1000,VIEN,
001,20.L1.8080.28903.5,1000,VIEN,
001,20.L1.8080.28904.6,1000,VIEN,
001,20.L1.8080.28905.5,1000,VIEN,
001,20.L1.8080.38901.6,1000,VIEN,
001,20.L1.8080.38904.6,1000,VIEN,
001,20.L1.8080.18901.5,1000,VIEN,
001,20.L1.8080.18902.5,1000,VIEN,
001,20.L1.8080.18904.5,1000,VIEN,
001,20.L1.8080.18906.5,1000,VIEN,
001,20.L1.8080.18901.6,1000,VIEN,
001,20.L1.6060.36005.4,1000,VIEN,
001,20.L1.8080.18904.4,1000,VIEN,
001,20.L1.6060.16126.5,1000,VIEN,
001,12.L1.2040.U2424.3,1000,VIEN,
001,12.L1.2550.A2518.3,1000,VIEN,
001,20.L1.6060.36003.6,1000,VIEN,
001,14.L1.3030.33320.4,1000,VIEN,
001,20.L1.6060.16001.7,1000,VIEN,
001,20.L1.6060.16001.8,1000,VIEN,
001,20.L1.8080.28903.6,1000,VIEN,
001,29.L1.3060.FC3622.05,1000,VIEN,
001,20.L1.8080.28905.6,1000,VIEN,
001,12.L1.2550.A2532.6,1000,VIEN,
001,14.L1.3060.A36CW8008.1,1000,VIEN,
001,14.L1.3060.A36CW8008D.1,1000,VIEN,
001,14.L1.3060.A36CW8008V.1,1000,VIEN,
001,20.L1.8080.18901.4,1000,VIEN,
001,29.L1.4080.FC4802.3,1000,VIEN,
001,29.L1.4080.FC4802V.3,1000,VIEN,
001,00.L1.8080.P87625N,1000,VIEN,
001,20.L1.8080.28904.4,1000,VIEN,
001,20.L1.6060.26172.6,1000,VIEN,
001,20.L1.6060.36005.6,1000,VIEN,
001,20.L1.8080.18902.4,1000,VIEN,
001,29.L1.3060.FC3623.05,1000,VIEN,
001,29.L1.1580.FP15803.6,1000,VIEN,
001,20.L1.8080.38002.6,1000,VIEN,
001,20.L1.8080.38901.3,1000,VIEN,
001,20.L1.8080.28903.4,1000,VIEN,
001,14.L3.3060.A36822D.8,1000,VIEN,
001,14.L1.3030.33418.4,1000,VIEN,
001,12.L1.3030.3021.5,1000,VIEN,
001,12.L1.2040.U2431.2,1000,VIEN,
001,20.L1.6060.36003.4,1000,VIEN,
001,20.L1.8080.28901.4,1000,VIEN,
001,14.L1.6060.66383026.2,1000,VIEN,
001,14.L1.8080.M88LD902.2,1000,VIEN,
001,14.L1.3060.A36MG9012.2,1000,VIEN,
001,14.L1.3060.A36MG9012D.2,1000,VIEN,
001,29.L1.3060.FC3623.06,1000,VIEN,
001,29.L1.3060.FC3623V.06,1000,VIEN,
001,20.L1.8080.38901.4,1000,VIEN,
001,20.L1.8080.38902.4,1000,VIEN,
001,14.L1.3060.A36822.9,1000,VIEN,
001,14.L1.3060.A36822D.9,1000,VIEN,
001,14.L1.3060.A36922.9,1000,VIEN,
001,20.L1.8080.28905.4,1000,VIEN,
001,14.L1.6060.66181004.9,1000,VIEN,
001,20.L1.5050.91502.5,1000,VIEN,
001,20.L1.5050.91501.5,1000,VIEN,
001,20.L1.5050.91503.5,1000,VIEN,
001,20.L1.5050.91505.5,1000,VIEN,
001,20.L1.5050.91507.5,1000,VIEN,
001,20.L1.6060.36902.6,1000,VIEN,
001,20.L1.5050.91504.5,1000,VIEN,
001,20.L1.5050.91506.5,1000,VIEN,
001,20.L1.5050.91508.5,1000,VIEN,
001,29.L1.1580.FP15806.4,1000,VIEN,
001,20.L1.5050.91502,1000,VIEN,
001,20.L1.5050.91504,1000,VIEN,
001,20.L1.5050.91506,1000,VIEN,
001,20.L1.5050.91508,1000,VIEN,
001,20.L1.5050.91501,1000,VIEN,
001,20.L1.5050.91503,1000,VIEN,
001,20.L1.5050.91505,1000,VIEN,
001,20.L1.5050.91507,1000,VIEN,
001,20.L1.6060.36902,1000,,
001,14.L1.3030.33411.5,1000,VIEN,
001,12.L1.2040.U2422.3,1000,VIEN,
001,12.L1.2040.U2423.3,1000,VIEN,
001,12.L1.2550.A2519.4,1000,VIEN,
001,12.L1.2550.A2536.3,1000,VIEN,
001,20.L1.6060.16901.4,1000,VIEN,
001,20.L1.6060.16906.6,1000,VIEN,
001,20.L1.6060.16902.5,1000,VIEN,
001,20.L1.6060.26901.5,1000,VIEN,
001,20.L1.6060.26904.4,1000,VIEN,
001,20.L1.6060.26905.6,1000,VIEN,
001,20.L1.6060.16902.6,1000,VIEN,
001,14.L1.3060.A36SW304,1000,VIEN,
001,29.L1.5050.FC5001,1000,VIEN,
001,29.L1.5050.FC5006,1000,VIEN,
001,29.L1.5050.FCU5507,1000,VIEN,
001,29.L1.5050.FCU5521,1000,VIEN,
001,29.L1.5050.FCU5524,1000,VIEN,
001,14.L1.3060.A36TB309,1000,VIEN,
001,14.L1.3060.A36TG409D,1000,VIEN,
001,14.L1.3060.A36TG409,1000,VIEN,
001,14.L1.3060.A36SG404D,1000,VIEN,
001,14.L1.3060.A36SG404,1000,VIEN,
001,14.L1.3060.A36AW303,1000,VIEN,
001,14.L1.3060.A36AG403D,1000,VIEN,
001,14.L1.3060.A36AG403,1000,VIEN,
001,29.L1.4060.FXU46002,1000,VIEN,
001,29.L1.4060.FX46202,1000,VIEN,
001,29.L1.4060.FXK46251,1000,VIEN,
001,29.L1.4060.FXK46254,1000,VIEN,
001,29.L1.4060.FXK46256,1000,VIEN,
001,29.L1.3060.FC3636,1000,VIEN,
001,29.L1.3060.FC3636D,1000,VIEN,
001,29.L1.3060.FC3637,1000,VIEN,
001,29.L1.3060.FC3638,1000,VIEN,
001,29.L1.3060.FC3638D,1000,VIEN,
001,29.L1.3060.FC3639,1000,VIEN,
001,29.L1.3060.FC3640,1000,VIEN,
001,29.L1.3060.FC3640D,1000,VIEN,
001,29.L1.3060.FC3641,1000,VIEN,
001,14.L1.3060.A36SW305,1000,VIEN,
001,14.L1.3060.A36SG405D,1000,VIEN,
001,14.L1.3060.A36SG405,1000,VIEN,
001,29.L1.3060.FC3636.01,1000,VIEN,
001,29.L1.3060.FC3636D.01,1000,VIEN,
001,29.L1.3060.FC3637.01,1000,VIEN,
001,29.L1.3060.FC3638.01,1000,VIEN,
001,29.L1.3060.FC3638D.01,1000,VIEN,
001,29.L1.3060.FC3639.01,1000,VIEN,
001,29.L1.3060.FC3640.01,1000,VIEN,
001,29.L1.3060.FC3640D.01,1000,VIEN,
001,29.L1.3060.FC3641.01,1000,VIEN,
001,29.L1.3060.FC3622.07,1000,VIEN,
001,29.L1.3060.FC3622D.07,1000,VIEN,
001,29.L1.3060.FC3622V.07,1000,VIEN,
001,29.L1.5050.FC5001.01,1000,VIEN,
001,29.L1.5050.FC5006.02,1000,VIEN,
001,29.L1.5050.FCU5507.01,1000,VIEN,
001,29.L1.5050.FCU5521.01,1000,VIEN,
001,29.L1.5050.FCU5524.01,1000,VIEN,
001,29.L1.4060.FX46202.01,1000,VIEN,
001,29.L1.4060.FXK46251.01,1000,VIEN,
001,29.L1.4060.FXK46256.01,1000,VIEN,
001,29.L1.4060.FXU46002.01,1000,VIEN,
001,14.L1.3060.A36320.8,1000,VIEN,
001,14.L1.3060.A36320D.8,1000,VIEN,
001,14.L1.3060.A36420.8,1000,VIEN,
001,29.L1.4060.FXK46254.03,1000,VIEN,
001,29.L1.3060.FC3623D.06,1000,VIEN,
001,20.L1.8080.18902.6,1000,VIEN,
001,20.L1.6060.26901,1000,VIEN,
001,20.L1.6060.26904,1000,VIEN,
001,20.L1.6060.26905,1000,VIEN,
001,20.L1.6060.16901,1000,VIEN,
001,20.L1.6060.16902,1000,VIEN,
001,20.L1.6060.16905,1000,VIEN,
001,20.L1.6060.16906,1000,VIEN,
001,20.L1.6060.16905.5,1000,VIEN,
001,29.L1.4060.FXK46250.01,1000,VIEN,
001,29.L1.4060.FXK46255.01,1000,VIEN,
001,29.L1.4060.FXK46258.01,1000,VIEN,
001,29.L1.4060.FXU46001.01,1000,VIEN,
001,29.L1.4060.FXU46003.01,1000,VIEN,
001,12.L1.2550.A2536.2,1000,VIEN,
001,29.L1.4060.FXK46254.01,1000,VIEN,
001,29.L1.4060.FXK46256.02,1000,VIEN,
001,29.L1.3060.FC3605.09,1000,VIEN,
001,29.L1.3060.FC3618.06,1000,VIEN,
001,20.L1.8080.91852.5,1000,VIEN,
001,20.L1.8080.91853.5,1000,VIEN,
001,20.L1.8080.91854.5,1000,VIEN,
001,20.L1.8080.91856.5,1000,VIEN,
001,20.L1.8080.91860.5,1000,VIEN,
001,20.L1.8080.91851.5,1000,VIEN,
001,20.L1.8080.91855.5,1000,VIEN,
001,20.L1.8080.91857.5,1000,VIEN,
001,20.L1.8080.91858.5,1000,VIEN,
001,20.L1.8080.91859.5,1000,VIEN,
001,29.L1.3060.FC3622.08,1000,VIEN,
001,22.C100.DG.TPRO2.00,1000,KG,
001,22.C100.DG.UNITILE.00,1000,KG,
001,12.L1.2550.A2537.4,1000,VIEN,
001,14.L1.60120.M61LD902.1,1000,VIEN,
001,21.UTRA.LS.KERANET,1000,LIT,
001,37.C100.DG.VINASTAR.00,1000,KG,
001,29.L1.4080.FC4805.2,1000,VIEN,
001,29.L1.3060.FC3622.06,1000,VIEN,
001,37.C1T0.DG.VNSPLUS.00,1000,,
001,37.CG2A.CR.VINASTAR.00,1000,KG,
001,20.L1.8080.18904.6,1000,VIEN,
001,22.C100.DG.UNICHEMI.00,1000,KG,
001,12.L1.2550.U2519.3,1000,VIEN,
001,29.L1.4080.FC4805.3,1000,VIEN,
001,29.L1.5050.FC5005.01,1000,VIEN,
001,29.L1.5050.FCU5516.01,1000,VIEN,
001,21.CG2WA.CR.KERASF.00,1000,,
001,29.L1.5050.FCU5521.02,1000,VIEN,
001,20.L1.8080.91858.6,1000,VIEN,
001,20.L1.8080.91854.6,1000,VIEN,
001,20.L1.8080.91853.6,1000,VIEN,
001,37.C1T0.DG.VNS-PLUS.00,1000,KG,
001,22.C2TE.DG.C2-SP.00,1000,KG,
001,21.CG1.CR.SF-CLASSIC.00,1000,KG,
001,21.CG2WA.CR.SF.00,1000,KG,
001,21.CG2W.CR.FF.00,1000,KG,
001,22.CG2WA.CR.TILEJOINT.00,1000,KG,
001,21.C2TE.DG.ADESP9.00,1000,KG,
001,21.C2TE.DG.ADESP9.01,1000,KG,
001,37.C2TE.DG.VNS-PRE.00,1000,KG,
001,37.C2TE.DG.VNS-PRE.01,1000,KG,
001,37.CG2WA.CR.POWER.00,1000,KG,
001,20.L1.8080.91855.6,1000,VIEN,
001,20.L1.6060.16901.6,1000,VIEN,
001,20.L1.8080.91860.6,1000,VIEN,
001,20.L1.8080.91856.6,1000,VIEN,
001,20.L1.8080.91851.4,1000,VIEN,
001,20.L1.6060.26172.7,1000,VIEN,
001,20.L1.8080.91852.6,1000,VIEN,
001,14.L1.3060.A36320.9,1000,VIEN,
001,14.L1.3060.A36420.9,1000,VIEN,
001,12.L1.2550.A2521.5,1000,VIEN,
001,12.L1.2550.U2521.5,1000,VIEN,
001,20.L1.6060.M6101.5,1000,,
001,20.L1.6060.M6102.5,1000,,
001,20.L1.6060.M6103.5,1000,,
001,20.L1.6060.M6105.5,1000,,
001,20.L1.6060.M6106.5,1000,,
001,12.L1.2040.U2433.2,1000,VIEN,
001,12.L1.2550.A2528.4,1000,VIEN,
001,12.L1.2550.A2538.2,1000,VIEN,
001,12.L1.2550.U2537.3,1000,VIEN,
001,14.L1.3060.A36320D.9,1000,VIEN,
001,14.L1.3060.A36822.10,1000,VIEN,
001,14.L1.3060.A36822D.10,1000,VIEN,
001,14.L1.3060.A36922.10,1000,VIEN,
001,14.L1.3060.A36ML8012.2,1000,VIEN,
001,14.L3.8080.AF10888008,1000,VIEN,
001,14.L1.3060.M36BL603,1000,VIEN,
001,14.L3.3060.A36AG403,1000,VIEN,
001,38.L1.3060.ICC3600V.16,1000,VIEN,
001,38.L1.3060.ICC3600D.16,1000,VIEN,
001,38.L1.3060.ICC3600.16,1000,VIEN,
001,36.L2.8080.N8002,1000,VIEN,
001,14.L1.3060.A36MG9012.3,1000,VIEN,
001,29.L1.5050.FC5006.01,1000,VIEN,
001,20.L1.8080.91853.4,1000,VIEN,
001,36.L2.6060.N6002,1000,VIEN,
001,20.L1.6060.16905.4,1000,VIEN,
001,20.L1.8080.28901.6,1000,VIEN,
001,38.L1.3060.ICC3602.16,1000,VIEN,
001,38.L1.3060.ICC3602D.16,1000,VIEN,
001,38.L1.3060.ICC3602V.16,1000,VIEN,
001,20.L1.6060.U6105.5,1000,,
001,20.L1.6060.U6104.5,1000,,
001,20.L1.6060.U6103.5,1000,,
001,20.L1.6060.U6102.5,1000,,
001,20.L1.6060.U6101.5,1000,,
001,20.L1.1580.91151.5,1000,VIEN,
001,20.L1.1580.91151.6,1000,VIEN,
001,20.L1.1580.91152.5,1000,VIEN,
001,20.L1.1580.91153.5,1000,VIEN,
